destination port,flow duration,total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,flow bytes/s,flow packets/s,flow iat mean,flow iat std,flow iat max,flow iat min,fwd iat total,fwd iat mean,fwd iat std,fwd iat max,fwd iat min,bwd iat total,bwd iat mean,bwd iat std,bwd iat max,bwd iat min,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fwd header length,bwd header length,fwd packets/s,bwd packets/s,min packet length,max packet length,packet length mean,packet length std,packet length variance,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,cwe flag count,ece flag count,down/up ratio,average packet size,avg fwd segment size,avg bwd segment size,fwd avg bytes/bulk,fwd avg packets/bulk,fwd avg bulk rate,bwd avg bytes/bulk,bwd avg packets/bulk,bwd avg bulk rate,subflow fwd packets,subflow fwd bytes,subflow bwd packets,subflow bwd bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active mean,active std,active max,active min,idle mean,idle std,idle max,idle min
53,118270,2,2,68,182,34,34,34.0,0.0,91,91,91.0,0.0,2113.80739,33.82091824,39423.33333,68276.28813,118262,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,16.91045912,16.91045912,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71.0,34.0,91.0,0,0,0,0,0,0,2,68,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,204,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1117647.059,19607.84314,68.0,102.3669869,186,3,3,3.0,0.0,3,3,15,15.0,0.0,15,15,0,0,0,0,80,80,9803.921569,9803.921569,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,0,0,0,0,0,0,2,74,2,154,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
53,138078,2,2,68,150,34,34,34.0,0.0,75,75,75.0,0.0,1578.81777,28.96913339,46026.0,79715.04036,138073,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,14.48456669,14.48456669,34,75,50.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,63.0,34.0,75.0,0,0,0,0,0,0,2,68,2,150,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,49,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,173,2,2,70,194,35,35,35.0,0.0,97,97,97.0,0.0,1526011.561,23121.38728,57.66666667,59.09596715,121,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,80,80,11560.69364,11560.69364,35,97,59.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,74.75,35.0,97.0,0,0,0,0,0,0,2,70,2,194,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
53,141352,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,2858.113079,28.2981493,47117.33333,81606.15116,141348,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,14.14907465,14.14907465,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,109331,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,3695.200812,36.58614666,36443.66667,63010.59502,109202,3,126,126.0,0.0,126,126,3,3.0,0.0,3,3,0,0,0,0,64,64,18.29307333,18.29307333,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,202,2,2,74,178,37,37,37.0,0.0,89,89,89.0,0.0,1247524.752,19801.9802,67.33333333,114.8927036,200,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,9900.990099,9900.990099,37,89,57.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,72.25,37.0,89.0,0,0,0,0,0,0,2,74,2,178,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
53,62219,2,2,74,152,37,37,37.0,0.0,76,76,76.0,0.0,3632.33096,64.28904354,20739.66667,35917.82628,62214,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,64,64,32.14452177,32.14452177,37,76,52.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,65.75,37.0,76.0,0,0,0,0,0,0,2,74,2,152,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,72579,2,2,60,424,30,30,30.0,0.0,212,212,212.0,0.0,6668.595599,55.11236032,24193.0,41898.30904,72573,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,27.55618016,27.55618016,30,212,102.8,99.68550547,9937.2,0,0,0,0,0,0,0,0,1,128.5,30.0,212.0,0,0,0,0,0,0,2,60,2,424,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,66738,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,6652.881417,59.93586862,22246.0,38526.87214,66733,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,64,64,29.96793431,29.96793431,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,0,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,121775,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,2660.644631,32.84746459,40591.66667,70299.90083,121767,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,88,16.42373229,16.42373229,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,24750,2,2,84,252,42,42,42.0,0.0,126,126,126.0,0.0,13575.75758,161.6161616,8250.0,14284.22301,24744,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,80.80808081,80.80808081,42,126,75.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,94.5,42.0,126.0,0,0,0,0,0,0,2,84,2,252,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,49093,3,4,440,860,440,0,146.6666667,254.0341184,860,0,215.0,430.0,26480.35361,142.5865195,8182.166667,11658.61233,23280,2,25409,12704.5,15111.57902,23390,2019,25813,8604.333333,14425.12947,25258,2,0,0,0,0,104,136,61.10850834,81.47801112,0,860,162.5,321.1474962,103135.7143,0,0,0,1,0,0,0,0,1,185.7142857,146.6666667,215.0,0,0,0,0,0,0,3,440,4,860,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,168,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11904.7619,168.0,0.0,168,168,168,168.0,0.0,168,168,0,0.0,0.0,0,0,0,0,0,0,64,0,11904.7619,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,51296,8,4,430,3517,187,0,53.75,79.87624356,2796,0,879.25,1322.26255,76945.5708,233.9363693,4663.272727,8724.840137,22191,23,51296,7328.0,10858.2705,23925,176,24513,8171.0,12477.32199,22549,183,0,0,0,0,264,136,155.9575795,77.97878977,0,2796,303.6153846,774.9656485,600571.7564,0,0,0,1,0,0,0,0,0,328.9166667,53.75,879.25,0,0,0,0,0,0,8,430,4,3517,29200,114,3,32,0.0,0.0,0,0,0.0,0.0,0,0
48176,285,5,1,407,6,258,0,81.4,102.1631049,6,6,6.0,0.0,1449122.807,21052.63158,57.0,72.0,177,1,285,71.25,110.8343358,234,1,0,0.0,0.0,0,0,1,0,0,0,160,20,17543.85965,3508.77193,0,258,95.85714286,113.4011002,12859.80952,0,1,0,0,1,0,0,0,0,111.8333333,81.4,6.0,0,0,0,0,0,0,5,407,1,6,118,0,3,32,0.0,0.0,0,0,0.0,0.0,0,0
443,45078,4,1,24,0,6,6,6.0,0.0,0,0,0.0,0.0,532.4104885,110.9188518,11269.5,22506.34378,45029,1,49,16.33333333,26.55811238,47,1,0,0.0,0.0,0,0,0,0,0,0,80,32,88.73508141,22.18377035,0,6,5.0,2.449489743,6.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0,0,0,0,0,0,4,24,1,0,0,118,3,20,0.0,0.0,0,0,0.0,0.0,0,0
443,213481,8,9,672,3879,324,0,84.0,124.9959999,1448,0,431.0,597.4200783,21318.05641,79.63237946,13342.5625,19079.17825,66068,1,187758,26822.57143,28274.72193,66068,150,188424,23553.0,43851.64425,127995,1,0,0,0,0,264,296,37.47406092,42.15831854,0,1448,252.8333333,456.4766923,208370.9706,0,0,0,1,0,0,0,0,1,267.7058824,84.0,431.0,0,0,0,0,0,0,8,672,9,3879,29200,35,3,32,0.0,0.0,0,0,0.0,0.0,0,0
443,826,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3631.961259,413.0,579.8275606,823,3,826,413.0,579.8275606,823,3,0,0.0,0.0,0,0,0,0,0,0,96,0,3631.961259,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,326,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,3904,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,512.295082,3904.0,0.0,3904,3904,3904,3904.0,0.0,3904,3904,0,0.0,0.0,0,0,0,0,0,0,64,0,512.295082,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,680172,9,11,850,5723,453,0,94.44444444,159.7717991,1448,0,520.2727273,668.8935776,9663.732115,29.40432714,35798.52632,112747.5292,498731,2,181441,22680.125,22183.211,62450,136,656650,65665.0,165627.9925,535327,44,0,0,0,0,296,360,13.23194721,16.17237993,0,1448,313.0,532.8626465,283942.6,0,0,0,1,0,0,0,0,1,328.65,94.44444444,520.2727273,0,0,0,0,0,0,9,850,11,5723,29200,5230,3,32,0.0,0.0,0,0,0.0,0.0,0,0
443,966590,7,8,743,426,453,0,106.1428571,172.3343926,261,0,53.25,101.8833366,1209.406263,15.51847215,69042.14286,221507.3406,837376,4,129214,21535.66667,22722.80227,62194,180,942880,134697.1429,326530.1319,874271,4,0,0,0,0,232,264,7.241953672,8.276518483,0,453,73.0625,133.4153758,17799.6625,0,0,0,1,0,0,0,0,1,77.93333333,106.1428571,53.25,0,0,0,0,0,0,7,743,8,426,29200,5123,3,32,0.0,0.0,0,0,0.0,0.0,0,0
80,1542455,4,5,440,860,440,0,110.0,220.0,860,0,172.0,384.6036921,842.8122701,5.834854177,192806.875,368679.6886,1002196,3,1518756,506252.0,489674.936,1002249,23154,1519416,379854.0,481137.5735,1002311,3,0,0,0,0,136,176,2.593268523,3.241585654,0,860,130.0,291.3951117,84911.11111,0,0,0,1,0,0,0,0,1,144.4444444,110.0,172.0,0,0,0,0,0,0,4,440,5,860,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,5529625,7,4,635,159,517,0,90.71428571,190.7072051,159,0,39.75,79.5,143.5902073,1.989284988,552962.5,1699893.821,5390456,3,5529625,921604.1667,2224798.174,5462836,3,106374,35458.0,36437.39819,72805,4,0,0,0,0,232,136,1.265908629,0.723376359,0,517,66.16666667,150.3219777,22596.69697,0,0,0,1,0,0,0,0,0,72.18181818,90.71428571,39.75,0,0,0,0,0,0,7,635,4,159,29200,939,3,32,139166.0,0.0,139166,139166,5390456.0,0.0,5390456,5390456
80,5545257,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.164011515,0.721337172,1848419.0,3188460.691,5530126,32,5545257,2772628.5,3899690.363,5530126,15131,0,0.0,0.0,0,0,0,0,0,0,80,32,0.541002879,0.180334293,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,29200,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0
443,5634557,14,14,2027,11637,1460,0,144.7857143,389.0295972,1460,2,831.2142857,712.0664596,2425.035367,4.969334768,208687.2963,1036045.434,5392149,0,5634557,433427.4615,1490044.759,5392149,1,167132,12856.30769,18019.19666,39255,1,0,0,0,0,300,284,2.484667384,2.484667384,0,1460,471.1724138,657.0278353,431685.5764,0,0,0,1,0,0,0,0,1,488.0,144.7857143,831.2142857,0,0,0,0,0,0,14,2027,14,11637,29200,65535,13,20,242360.0,0.0,242360,242360,5392149.0,0.0,5392149,5392149
443,5679317,10,6,629,3268,342,0,62.9,115.29137,1460,0,544.6666667,715.566815,686.1740593,2.817240172,378621.1333,1374055.908,5343676,1,5679317,631035.2222,1767989.739,5343676,1,204384,40876.8,55340.79177,108684,2,0,0,0,0,220,132,1.760775107,1.056465064,0,1460,229.2352941,474.7376288,225375.8162,0,0,0,1,0,0,0,0,0,243.5625,62.9,544.6666667,0,0,0,0,0,0,10,629,6,3268,29200,34950,9,20,335637.0,0.0,335637,335637,5343676.0,0.0,5343676,5343676
443,5788028,8,5,302,143,212,0,37.75,71.77892647,92,2,28.6,38.14184054,76.88283471,2.246015396,482335.6667,1625829.208,5644751,1,5788028,826861.1429,2141550.965,5683285,1,104705,26176.25,30561.39636,63355,4,0,0,0,0,180,104,1.382163321,0.863852075,0,212,31.78571429,57.66638612,3325.412088,0,0,0,1,0,0,0,0,0,34.23076923,37.75,28.6,0,0,0,0,0,0,8,302,5,143,29200,35221,7,20,143276.0,0.0,143276,143276,5644751.0,0.0,5644751,5644751
443,5922024,11,9,3513,3948,2034,0,319.3636364,634.0770099,1460,2,438.6666667,562.5755505,1259.873314,3.377223733,311685.4737,1299128.506,5675937,20,5922024,592202.4,1786446.724,5675937,178,170181,21272.625,18655.21202,39009,197,0,0,0,0,240,184,1.857473053,1.51975068,0,2034,355.2857143,581.1824277,337773.0143,0,0,0,1,0,0,0,0,0,373.05,319.3636364,438.6666667,0,0,0,0,0,0,11,3513,9,3948,29200,65535,10,20,245896.0,0.0,245896,245896,5675937.0,0.0,5675937,5675937
443,10633461,12,11,1943,5354,885,0,161.9166667,303.8365165,1481,0,486.7272727,629.5482652,686.2300055,2.162983435,483339.1364,2125173.765,9996647,4,10600000,965695.9091,2995559.916,9996647,205,10500000,1054296.9,3146560.956,10000000,4,0,0,0,0,392,360,1.128513097,1.034470338,0,1481,304.0416667,496.9797021,246988.8243,0,0,0,1,0,0,0,0,0,317.2608696,161.9166667,486.7272727,0,0,0,0,0,0,12,1943,11,5354,29200,39,4,32,626008.0,0.0,626008,626008,9996647.0,0.0,9996647,9996647
443,15214728,10,8,907,5089,556,0,90.7,175.9684631,2920,0,636.125,1041.394592,394.09183,1.183064199,894984.0,2623127.836,9960002,3,10200000,1134967.444,3309558.107,9960002,63,15200000,2166266.143,3929769.231,10100000,3,0,0,0,0,220,172,0.657257889,0.525806311,0,2920,315.5789474,718.6985395,516527.5906,0,0,0,1,0,0,0,0,0,333.1111111,90.7,636.125,0,0,0,0,0,0,10,907,8,5089,29200,40,9,20,254705.0,0.0,254705,254705,9960002.0,0.0,9960002,9960002
80,48679906,16,13,1922,8638,467,0,120.125,205.0703538,2155,0,664.4615385,851.5006964,216.9272882,0.595728348,1738568.071,3623791.351,10000000,34,42700000,2848750.333,4497312.598,10000000,183,48700000,4055401.083,4701492.294,10000000,188,0,0,0,0,340,272,0.328677709,0.267050639,0,2155,352.0,632.0417926,399476.8276,0,0,0,1,0,0,0,0,0,364.137931,120.125,664.4615385,0,0,0,0,0,0,16,1922,13,8638,29200,33,15,20,681463.0,1332681.336,2680485,15009,10000000.0,946.4686559,10000000,10000000
443,61057865,16,14,656,4437,351,0,41.0,98.05508656,1448,0,316.9285714,563.7186238,83.41267747,0.491337193,2105443.621,4111878.212,10000000,8,61100000,4070524.333,5060954.661,10100000,91,61000000,4692802.308,5184552.169,10100000,48,0,0,0,0,520,456,0.262046503,0.22929069,0,1448,164.2903226,402.977352,162390.7462,0,0,0,1,0,0,0,0,0,169.7666667,41.0,316.9285714,0,0,0,0,0,0,16,656,14,4437,29200,114,3,32,87960.0,90518.5996,272730,50773,10000000.0,27605.98939,10000000,9960004
443,61110124,22,18,2861,8253,555,0,130.0454545,193.3039741,1448,0,458.5,520.0499128,181.8683922,0.654556027,1566926.256,3649833.612,10000000,2,61100000,2910005.905,4632524.477,10100000,118,61100000,3591716.235,4927519.229,10100000,193,0,0,0,0,712,584,0.360005815,0.294550212,0,1448,271.0731707,403.909977,163143.2695,0,0,0,1,0,0,0,0,0,277.85,130.0454545,458.5,0,0,0,0,0,0,22,2861,18,8253,29200,144,8,32,169257.3333,290796.4175,762843,50440,10000000.0,27793.26796,10000000,9959974
443,61162280,18,15,778,5785,459,0,43.22222222,116.361281,1448,0,385.6666667,591.4544623,107.3046983,0.539548231,1911321.25,3957887.772,10000000,9,61200000,3597781.176,4921918.631,10100000,81,61100000,4365089.929,5128376.03,10100000,44,0,0,0,0,584,488,0.294299035,0.245249196,0,1448,193.0294118,430.8375554,185620.9991,0,0,0,1,0,0,0,0,0,198.8787879,43.22222222,385.6666667,0,0,0,0,0,0,18,778,15,5785,29200,114,3,32,109765.0,144173.5701,404058,50770,10000000.0,14925.80877,10000000,9996159
443,62116906,37,40,6903,42226,1617,0,186.5675676,483.9422337,2896,0,1055.65,952.8910813,790.9118976,1.239598122,817327.7105,2707456.124,10000000,2,62100000,1725469.611,3773793.976,10100000,48,62100000,1591436.0,3655660.677,10100000,2,0,0,0,0,1192,1288,0.595651045,0.643947076,0,2896,629.8589744,873.5854573,763151.5513,0,0,0,1,0,0,0,0,1,638.038961,186.5675676,1055.65,0,0,0,0,0,0,37,6903,40,42226,29200,122,7,32,362735.3333,764044.1965,1922334,50608,9990065.0,62247.51924,10000000,9875446
443,62501530,16,18,1520,4741,760,0,95.0,210.1501051,1448,0,263.3888889,468.7418879,100.1735478,0.543986683,1893985.758,3899136.4,10000000,1,61900000,4128930.8,5009665.468,10000000,150,62500000,3675085.235,4862835.107,10000000,1,0,0,0,0,520,584,0.255993733,0.28799295,0,1448,178.8857143,370.6429844,137376.2218,0,0,0,1,0,0,0,0,1,184.1470588,95.0,263.3888889,0,0,0,0,0,0,16,1520,18,4741,29200,76,4,32,304543.6667,685137.636,1703075,24704,10000000.0,8745.236273,10000000,10000000
443,69475250,57,65,43549,55948,2742,0,764.0175439,989.0617937,2598,0,860.7384615,821.0928365,1432.121511,1.756021029,574175.6198,2169181.726,10000000,2,69500000,1240629.464,3084949.51,10100000,62,69400000,1084755.063,2914498.354,10100000,49,0,0,0,0,1832,2100,0.820436055,0.935584975,0,2742,808.9186992,900.2450176,810441.0917,0,0,0,1,0,0,0,0,1,815.5491803,764.0175439,860.7384615,0,0,0,0,0,0,57,43549,65,55948,29200,422,25,32,1572792.0,3728136.618,9182819,50593,10000000.0,51495.7963,10000000,9901551
443,69515111,69,61,40060,51170,2712,0,580.5797101,911.212063,2654,0,838.852459,837.1487689,1312.376528,1.870096992,538876.8295,2109403.807,10000000,4,69500000,1022281.044,2841737.577,10100000,48,69500000,1157739.0,3006932.825,10100000,15,0,0,0,0,2216,1960,0.992589942,0.87750705,0,2712,696.4122137,882.1233375,778141.5826,0,0,0,1,0,0,0,0,0,701.7692308,580.5797101,838.852459,0,0,0,0,0,0,69,40060,61,51170,29200,422,24,32,1504028.0,3560178.047,8771211,50422,10000000.0,5117.664262,10000000,10000000
443,69514840,69,63,39605,50731,2715,0,573.9855072,891.0739801,2896,0,805.2539683,777.42949,1299.521081,1.898875118,530647.6336,2093890.747,10000000,2,69500000,1022277.059,2841288.631,10100000,48,69500000,1120391.839,2963883.368,10100000,48,0,0,0,0,2216,2024,0.992593812,0.906281306,0,2896,679.2180451,842.4875535,709785.2779,0,0,0,1,0,0,0,0,0,684.3636364,573.9855072,805.2539683,0,0,0,0,0,0,69,39605,63,50731,29200,422,24,32,1489858.667,3526161.165,8687605,50123,10000000.0,10435.55367,10000000,10000000
443,69515343,68,62,40446,51987,2756,0,594.7941176,918.2508609,2575,0,838.5,794.8561835,1329.67768,1.870090751,538878.6279,2109668.712,10000000,7,69500000,1037542.433,2860730.681,10100000,48,69500000,1138762.459,2985881.983,10100000,48,0,0,0,0,2196,1992,0.978201316,0.891889435,0,2756,705.5954198,865.8512466,749698.3812,0,0,0,1,0,0,0,0,0,711.0230769,594.7941176,838.5,0,0,0,0,0,0,68,40446,62,51987,29200,422,25,32,1545290.667,3661361.73,9019014,50385,10000000.0,1885.475501,10000000,10000000
443,69515641,70,61,40171,52422,2775,0,573.8714286,868.1697543,2648,0,859.3770492,822.5266189,1331.97362,1.884467986,534735.7,2101962.029,10000000,1,69500000,1007473.058,2823912.65,10100000,1,69500000,1157736.933,3007468.929,10100000,1,0,0,0,0,2248,1960,1.006967626,0.87750036,0,2775,701.4621212,854.9468302,730934.0825,0,0,0,1,0,0,0,0,0,706.8167939,573.8714286,859.3770492,0,0,0,0,0,0,70,40171,61,52422,29200,422,26,32,1494507.167,3535495.434,8711307,50990,10000000.0,6596.625888,10000000,10000000
443,69515875,72,63,40281,51912,2738,0,559.4583333,808.9175159,2424,0,824.0,765.6761296,1326.215055,1.942002456,518775.1866,2071770.879,10000000,1,69500000,979096.831,2787764.793,10100000,48,69500000,1120398.113,2964431.598,10100000,47,0,0,0,0,2312,2024,1.035734643,0.906267813,0,2738,677.8897059,796.3859819,634230.6322,0,0,0,1,0,0,0,0,0,682.9111111,559.4583333,824.0,0,0,0,0,0,0,72,40281,63,51912,29200,422,29,32,1532793.333,3629402.422,8941280,50888,10000000.0,9078.86463,10000000,10000000
443,115126875,25,25,992,18996,517,0,39.68,123.1370239,2896,0,759.84,1030.100184,173.6171506,0.434303459,2349528.061,4220044.232,10000000,3,115000000,4796953.125,5013087.247,10000000,3,111000000,4605767.375,5109989.409,10000000,49,0,0,0,0,808,808,0.217151729,0.217151729,0,2896,391.9215686,805.8537546,649400.2737,0,0,0,1,0,0,0,0,1,399.76,39.68,759.84,0,0,0,0,0,0,25,992,25,18996,29200,972,4,32,28648.81818,16638.36162,78815,23487,10000000.0,9140.830289,10000000,9999552
443,115329860,31,32,1066,34527,354,0,34.38709677,93.28403844,4344,0,1078.96875,1174.14632,308.6191208,0.546259225,1860159.032,3863781.698,10000000,0,115000000,3844328.667,4866261.399,10000000,3,111000000,3574360.484,4878746.948,10000000,48,0,0,0,0,1000,1032,0.268794222,0.277465003,0,4344,556.140625,979.9073631,960218.4402,0,0,0,1,0,0,0,0,1,564.968254,34.38709677,1078.96875,0,0,0,0,0,0,31,1066,32,34527,29200,1039,5,32,50977.72727,91353.2423,326418,23355,10000000.0,7769.894106,10000000,9998801
443,115660438,22,20,1752,3762,597,0,79.63636364,171.7080982,1460,2,188.1,420.8992754,47.67403699,0.363131947,2820986.293,4468635.902,10000000,2,116000000,5507639.905,4980388.138,10100000,2,111000000,5829036.053,5082228.889,10100000,204,0,0,0,0,460,404,0.190211972,0.172919975,0,1460,128.2325581,313.3993981,98219.18272,0,0,0,1,0,0,0,0,0,131.2857143,79.63636364,188.1,0,0,0,0,0,0,22,1752,20,3762,29200,40958,21,20,62535.27273,79984.35542,303697,38268,10000000.0,15388.34162,10000000,9959998
443,115434029,21,18,944,692,533,0,44.95238095,121.4580076,461,2,38.44444444,107.8393261,14.17259723,0.337855313,3037737.605,4570945.095,10000000,3,115000000,5771701.45,4949449.651,10000000,3,111000000,6509010.235,4937833.389,10000000,3,0,0,0,0,440,364,0.181922092,0.155933221,0,533,40.9,112.6448469,12688.86154,0,0,0,1,0,0,0,0,0,41.94871795,44.95238095,38.44444444,0,0,0,0,0,0,21,944,18,692,29200,40958,20,20,53924.81818,52768.2678,213027,37888,10000000.0,15071.45121,10000000,9960002
443,115182487,28,29,808,26153,428,0,28.85714286,90.68493047,4344,0,901.8275862,1167.026443,234.0720426,0.494866898,2056830.125,4017940.043,10000000,4,115000000,4266018.037,4955244.338,10000000,4,111000000,3948609.321,4992932.243,10000000,48,0,0,0,0,904,936,0.243092511,0.251774387,0,4344,464.8448276,931.2582848,867241.993,0,0,0,1,0,0,0,0,1,473.0,28.85714286,901.8275862,0,0,0,0,0,0,28,808,29,26153,29200,1006,4,32,34342.27273,35398.58154,141073,23638,10000000.0,19740.35064,10000000,9959960
443,115467772,32,27,1359,18222,654,0,42.46875,131.5819343,1780,0,674.8888889,706.7014021,169.5797854,0.510965086,1990823.655,3960017.134,10000000,1,115000000,3724766.839,4834801.848,10100000,1,111000000,4262078.154,5052242.515,10100000,2,0,0,0,0,1032,872,0.277133606,0.23383148,0,1780,326.35,574.7085872,330289.9602,0,0,0,1,0,0,0,0,0,331.8813559,42.46875,674.8888889,0,0,0,0,0,0,32,1359,27,18222,29200,367,5,32,63171.81818,88998.4152,331512,36230,10000000.0,4173.86515,10000000,9998743
443,115315374,24,21,743,12496,354,0,30.95833333,85.44893169,2921,0,595.047619,1000.375503,114.8068947,0.390234176,2620803.955,4378709.105,10000000,2,115000000,5013711.913,5014216.344,10000000,3,111000000,5526687.9,5123248.842,10000000,2,0,0,0,0,776,680,0.208124894,0.182109282,0,2921,287.8043478,727.7275626,529587.4053,0,0,0,1,0,0,0,0,0,294.2,30.95833333,595.047619,0,0,0,0,0,0,24,743,21,12496,29200,126,4,32,30366.90909,27661.43523,113769,21954,10000000.0,20221.25391,10000000,9959993
443,116072762,21,18,1014,4624,631,0,48.28571429,143.6148122,2370,0,256.8888889,633.0997402,48.57298046,0.33599614,3054546.368,4580937.278,10000000,4,116000000,5803638.1,4961587.338,10100000,4,111000000,6525367.294,4954361.631,10100000,18,0,0,0,0,680,584,0.180920999,0.155075142,0,2370,140.95,443.427903,196628.3051,0,0,0,1,0,0,0,0,0,144.5641026,48.28571429,256.8888889,0,0,0,0,0,0,21,1014,18,4624,29200,179,4,32,60804.41667,40220.76079,188517,48393,9611925.417,1423493.715,10000000,5092152
443,115884201,22,18,679,5364,307,0,30.86363636,79.44407764,1507,0,298.0,565.7639292,52.14688411,0.34517216,2971389.769,4550736.283,10000000,3,116000000,5518295.286,4983647.872,10100000,48,111000000,6514332.0,4929834.152,10100000,191,0,0,0,0,712,584,0.189844688,0.155327472,0,1507,147.3902439,396.9508079,157569.9439,0,0,0,1,0,0,0,0,0,151.075,30.86363636,298.0,0,0,0,0,0,0,22,679,18,5364,29200,1006,4,32,42776.66667,67169.74681,256067,23107,9614236.083,1416185.206,10000000,5117311
